time_h,Q1_donor_ug_cm2,Q2_SC_ug_cm2,Q3_EP_ug_cm2,Q4_receptor_ug_cm2,Q_total_ug_cm2,formulation,model_case,C_receptor_model_ug_mL,C_receptor_model_ug_cm3
9.2,842.8492906235437,2.7537379676592764,9.273846140738804,8.946074116037249,863.822948847979,KLZ-NPs,Case 2,3.027902008504915,3.027902008504915
9.4,842.5080962347942,2.754469812324999,9.298488525288052,9.261894275470365,863.8229488478776,KLZ-NPs,Case 2,3.1347949855438157,3.1347949855438157
9.6,842.1677666970357,2.7550762025091373,9.321173806348376,9.578932141830792,863.8229488477241,KLZ-NPs,Case 2,3.24210010954273,3.24210010954273
9.8,841.8282511868842,2.755565857865766,9.342037641271876,9.89709416151718,863.8229488475391,KLZ-NPs,Case 2,3.349785716205815,3.349785716205815
10.0,841.4895023657019,2.755946899429803,9.361206377477204,10.216293204771686,863.8229488473805,KLZ-NPs,Case 2,3.4578223154611862,3.4578223154611862
10.2,841.1514762038189,2.756226879804386,9.37879752188616,10.536448241780144,863.8229488472896,KLZ-NPs,Case 2,3.56618248183328,3.56618248183328
10.4,840.8141317113055,2.7564128295159422,9.394920459228764,10.857483847176669,863.8229488472269,KLZ-NPs,Case 2,3.674840686736719,3.674840686736719
10.6,840.4774307196149,2.756511294531345,9.409677035382655,11.1793297975745,863.8229488471034,KLZ-NPs,Case 2,3.783773162255985,3.783773162255985
10.8,840.1413377209407,2.7565283639407894,9.423161986356543,11.50192077572354,863.8229488469615,KLZ-NPs,Case 2,3.8929578010141217,3.8929578010141217
11.0,839.8058196525769,2.756469706997518,9.435463514337249,11.82519597286601,863.8229488467778,KLZ-NPs,Case 2,4.002374021585419,4.002374021585419
